lang	text	created_at	coordinates.type	coordinates.coordinates.0	coordinates.coordinates.1	timestamp_ms	language_detections.0.confidence	source	place.country_code	place.url	place.country	place.place_type	place.bounding_box.type	place.bounding_box.coordinates.0.0.0	place.bounding_box.coordinates.0.0.1	place.bounding_box.coordinates.0.1.0	place.bounding_box.coordinates.0.1.1	place.bounding_box.coordinates.0.2.0	place.bounding_box.coordinates.0.2.1	place.bounding_box.coordinates.0.3.0	place.bounding_box.coordinates.0.3.1	place.full_name	place.name	id	user.lang	user.statuses_count	user.description	user.friends_count	user.url	user.time_zone	user.name	user.followers_count	user.screen_name	user.location	user.location_geocoding.type	user.location_geocoding.coordinates.0	user.location_geocoding.coordinates.1	user.favourites_count	user.geo_enabled	user.id	user.listed_count
und	@VeganFoodRecipe	Sun Mar 13 16:03:54 +0000 2016				1457885034271	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5f73d127c7ccf9d9.json	United Kingdom	city	Polygon	-0.161749	51.294332	-0.161749	51.42353	-0.023517	51.42353	-0.023517	51.294332	Croydon, England	Croydon	709047341240729600	en	316	Olde Goa restaurant combines the distinctive laid back culture of Goa with simple,soulful cuisine. 400 years of Portuguese - Goan heritage.	292	http://www.oldegoa.co.uk		Olde Goa	205	oldegoa	Norbury	Point	-2.3217162	52.8083864	71	true	819993223	8
en	@RideBlackmore sweet cap!	Sun Mar 13 17:16:57 +0000 2016				1457889417294	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/06168d1feda43857.json	United Kingdom	admin	Polygon	-1.957296	50.574606	-1.957296	52.196285	1.451788	52.196285	1.451788	50.574606	South East, England	South East	709065724971651072	en	787	The Official Twitter Page for us taking part in H4H, Hero Ride 2016 - The Western Front. Text WFFB74 and amount to 70070 to donate.	1138	https://www.justgiving.com/Alexander-Crawford		Alex & Uli Crawford	758	Soton_Spinners	Southampton, England	Point	-1.4043509	50.90970040000001	411	true	3342080182	4
und	@VicPetit 😃	Sun Mar 13 17:50:04 +0000 2016				1457891404714	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/5de8cffc145c486b.json	United Kingdom	city	Polygon	-0.213503	51.512805	-0.213503	51.572068	-0.105303	51.572068	-0.105303	51.512805	Camden Town, England	Camden Town	709074060815278082	en	31705	Professional nomad. Love England cricket, MN Twins baseball,  books & live music. Also Arsenal, MN Vikings, Somerset CC. Instagram: Dewgirl99	2034		Central Time (US & Canada)	Diane / Minneapolis	1273	DewGirl99	Minneapolis, Minnesota USA	Point	-93.2650108	44.977753	7215	true	22216704	45
es	jajajajaja ke ganas tenia de coger algun TROLL jaja venid a mi criaturas.	Sun Mar 13 19:03:58 +0000 2016				1457895838792	4.34	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	709092658686402560	es	20282	psicologia social UNIV. de Burgos.ateo,izkierdas	2865		Paris	-anonymous accion-	1791	LALEYSOYO	Frankfurt	Point	8.6821267	50.1109221	7467	true	3068372830	7
und	@FUNKYDEE1 @Rosmiester looool	Sun Mar 13 19:07:12 +0000 2016				1457896032479	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json	United Kingdom	city	Polygon	-0.228589	51.477225	-0.228589	51.530348	-0.149791	51.530348	-0.149791	51.477225	Kensington, England	Kensington	709093471068561409	en-gb	17937	Bookings: myteampaid@gmail.com	182		London	Ets	869	EtsMTP		Point	0	0	15404	true	2735063153	4
und	@lrfruvall ffs	Sun Mar 13 19:16:36 +0000 2016				1457896596026	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/569c1d39d5de5775.json	United Kingdom	city	Polygon	0.074802	51.408761	0.074802	51.478931	0.188938	51.478931	0.188938	51.408761	Bexley, England	Bexley	709095834755985408	en	29793	lillie x	1451			grain	1108	J0rdan_sulliv4n	SE London	Point	-0.1277583	51.5073509	10657	true	1258082324	3
und	Bé pel Llevant. 1 - 0 davant del Valencia. Camí de la salvació.	Sun Mar 13 19:19:19 +0000 2016				1457896759797	8.47	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json	United Kingdom	city	Polygon	-0.228589	51.477225	-0.228589	51.530348	-0.149791	51.530348	-0.149791	51.477225	Kensington, England	Kensington	709096521661333505	en	7194		568	http://www.residenciayestancia.com	Madrid	Catalan.Bay 1704	286	CatalanGib	Gibraltar	Point	-5.353585	36.140751	510	true	2274158910	9
und	@RaquelSansDuran @Slate Millor en català	Sun Mar 13 19:37:27 +0000 2016				1457897847306	5.37	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json	United Kingdom	city	Polygon	-0.228589	51.477225	-0.228589	51.530348	-0.149791	51.530348	-0.149791	51.477225	Kensington, England	Kensington	709101083004702720	en	7207		568	http://www.residenciayestancia.com	Madrid	Catalan.Bay 1704	286	CatalanGib	Gibraltar	Point	-5.353585	36.140751	510	true	2274158910	9
fr	@julien40829459 Tkt il vont Peter le Barça	Sun Mar 13 22:25:21 +0000 2016				1457907921175	4.09	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/06168d1feda43857.json	United Kingdom	admin	Polygon	-1.957296	50.574606	-1.957296	52.196285	1.451788	52.196285	1.451788	50.574606	South East, England	South East	709143335873683456	fr	421	in Arsenal  i trust ❤	205			gunners for life ⚽	76	MaidineK	Ille-et-Vilaine, Bretagne	Point	-1.5300695	48.2292016	199	true	623271831	0
und	Títol: VIATJANT. Descobrint nous llocs i cultures un creix. S'és feliç quan gaudeixes de la vida… https://t.co/z5BWSANeUx	Sun Mar 13 22:52:35 +0000 2016	Point	-0.15471843	51.52203413	1457909555420	6.97	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	GB	https://api.twitter.com/1.1/geo/id/56c45474148ca4da.json	United Kingdom	city	Polygon	-0.21607	51.509879	-0.21607	51.539792	-0.13016	51.539792	-0.13016	51.509879	Paddington, England	Paddington	709150190394019840	gl	8469	En Cataluña, lonxe da terriña. Galega emigrante. Bonita do norte. Unwritten. Somos a suma das nosas experiencias. Contacto: lacazadoradehistorias@gmail.com	126	https://www.youtube.com/user/alizuquilandia	Madrid	Alicia de Galicia	185	AliciadGalicia	Youtube	Point	0	0	627	true	559623387	3
pt	@ritagbotequim Obrigadooo 😘😘😘😘	Mon Mar 14 00:28:02 +0000 2016				1457915282977	4.09	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json	United Kingdom	city	Polygon	-0.15191	51.410792	-0.15191	51.509887	-0.078902	51.509887	-0.078902	51.410792	Lambeth, England	Lambeth	709174213509255168	en	19756	De Lisboa para Santarem, de Santarem para Londres.	4594	https://Instagram.com/aamaro14/		Amaro || Faço Anos	8591	amarozinho	Londres, Inglaterra	Point	-0.1276473	51.5073219	6456	true	2984717250	8
pt	Cresça e desapareça.	Mon Mar 14 00:28:15 +0000 2016				1457915295668	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	709174266739163136	en	40800	Whether 'tis nobler in the mind to suffer The slings and arrows of outrageous fortune, or to take arms against a sea of troubles, and by opposing end them?	491	http://strangerwasp.flavors.me	Brasilia	Hadrian	1643	StrangerWasp	Pluto	Point	-89.56921369999999	42.9968085	5107	true	75951869	20
pt	@masbazadaqui obrigadoo 😘	Mon Mar 14 00:36:12 +0000 2016				1457915772293	4.45	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json	United Kingdom	city	Polygon	-0.15191	51.410792	-0.15191	51.509887	-0.078902	51.509887	-0.078902	51.410792	Lambeth, England	Lambeth	709176265849380864	en	19769	De Lisboa para Santarem, de Santarem para Londres.	4595	https://Instagram.com/aamaro14/		Amaro || Faço Anos	8588	amarozinho	Londres, Inglaterra	Point	-0.1276473	51.5073219	6456	true	2984717250	8
fr	@bicogiu mais*	Mon Mar 14 01:50:09 +0000 2016				1457920209555	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/3798b82d031ee49c.json	United Kingdom	city	Polygon	-0.254269	51.379947	-0.254269	51.441804	-0.124309	51.441804	-0.124309	51.379947	Merton, England	Merton	709194877075062784	en	57057	there's a lot of beauty in ordinary things | INTJ | @slarkfishyfish ❤️	262		London	Lorena ʕ•ω•ʔ	347	lorenamendonca_	♎️♍️♎️	Point	0	0	7658	true	45222007	4
en	@_petiteNats whatsapp😘	Mon Mar 14 04:17:40 +0000 2016				1457929060001	4.6	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/2a3f152d1ac5044a.json	United Kingdom	city	Polygon	-0.104501	51.518605	-0.104501	51.576684	-0.015834	51.576684	-0.015834	51.518605	Hackney, England	Hackney	709231998536196097	en	7406	unknown	360			unknown	392	tashxsr		Point	0	0	3976	true	2606622175	0
und	Endavant Llevant   !!!!, A un partit de la salvació   !!!!	Mon Mar 14 07:49:01 +0000 2016				1457941741997	7.73	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json	United Kingdom	city	Polygon	-0.228589	51.477225	-0.228589	51.530348	-0.149791	51.530348	-0.149791	51.477225	Kensington, England	Kensington	709285190682742784	en	7208		568	http://www.residenciayestancia.com	Madrid	Catalan.Bay 1704	285	CatalanGib	Gibraltar	Point	-5.353585	36.140751	510	true	2274158910	9
es	@carlosgaliana @compromis @perefuset @NewEconomyForum Ací si FALLES, és que ets un GILIPOLLES, ja, ja, ja. ja	Mon Mar 14 08:38:55 +0000 2016				1457944735226	3.87	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	709297745195102208	en	7210		568	http://www.residenciayestancia.com	Madrid	Catalan.Bay 1704	286	CatalanGib	Gibraltar	Point	-5.353585	36.140751	510	true	2274158910	9
und	@esport3 @RafaelNadal @DjokerNole Haurien de fer-li pasar el control antidrogues a la ministressa de sanitat francesa, per dir brutalitats	Mon Mar 14 08:41:02 +0000 2016				1457944862763	5.12	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	709298280123990017	en	7211		568	http://www.residenciayestancia.com	Madrid	Catalan.Bay 1704	286	CatalanGib	Gibraltar	Point	-5.353585	36.140751	510	true	2274158910	9
und	@324cat Quelcom de dolent s'haurà fet. El que és clar, TURQUIA cap a una nova guerra civil, si res no ho atura	Mon Mar 14 08:43:40 +0000 2016				1457945020803	4.73	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	709298942991835138	en	7212		568	http://www.residenciayestancia.com	Madrid	Catalan.Bay 1704	286	CatalanGib	Gibraltar	Point	-5.353585	36.140751	510	true	2274158910	9
es	Barcelona  ✈️  Madrid.	Mon Mar 14 09:17:45 +0000 2016	Point	-0.34136223	51.55103372	1457947065736	5.85	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	ES	https://api.twitter.com/1.1/geo/id/ecdce75d48b13b64.json	España	country	Polygon	-18.160695	27.63775	-18.160695	43.790388	4.327985	43.790388	4.327985	27.63775	Spain	Spain	709307520062529536	en	5109	Published Fashion & Portrait Photographer |Enquiries @ danieligbinyemi@gmail.com	753	http://danieligbinyemi.tumblr.com	London	Daniel Igbinyemi	1027	Daniels_World	London.	Point	-0.1277583	51.5073509	249	true	51108695	21
is	Blaugrana 💙	Tue Apr 05 18:02:07 +0000 2016				1459879327583	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	717412013656420352	en-gb	292		16		Pacific Time (US & Canada)	A. Al-Rumaihi	33	AbdullaBinSaoud	London, England	Point	-0.1276473	51.5073219	1	true	4317918453	0
pt	Meuuuuu, ta 15 graus e agt ja ta derretendo 😥😥😥	Mon Mar 14 15:26:36 +0000 2016				1457969196577	3.07	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/3798b82d031ee49c.json	United Kingdom	city	Polygon	-0.254269	51.379947	-0.254269	51.441804	-0.124309	51.441804	-0.124309	51.379947	Merton, England	Merton	709400343537389568	pt	544	Tio Pedrão	74		Greenland	Pedro Rossi	85	_peedrorossi	"London United Kingdom "	Point	-0.1277583	51.5073509	889	true	87805154	0
tr	@DrSteveneu dinime küfreden bari...	Mon Mar 14 16:46:36 +0000 2016				1457973996244	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, England	City of London	709420474799923201	en-gb	1874	Aptal ve cahillerle tartışmayın, bu konudaki engin tecrübeleriyle sizi de kendi seviyelerine çekerler.	380		London	Moses Herzog	240	AuggieMarch	London, England	Point	-0.1276473	51.5073219	3424	true	3039883479	1
pt	@Azpily Barcelona, Bayern, Real, PSG	Mon Mar 14 17:03:12 +0000 2016				1457974992748	3.72	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	709424654440648705	en	35718	| Chelsea FC | Kenedy & Hazard fan | Private @ElasticoKenedy2 | 19.05.12 | PS4 | DM's open for requests | Carefree |	531	https://twitter.com/keziaalee/status/697068540575133697	London	-	1874	ElasticoKenedy	London, England	Point	-0.1276473	51.5073219	56604	true	1566025938	10
tl	@DarraghMc ah-ha	Mon Mar 14 17:19:20 +0000 2016				1457975960671	5.12	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json	United Kingdom	admin	Polygon	-0.74578	51.448222	-0.74578	52.992679	1.768936	52.992679	1.768936	51.448222	East, England	East	709428714203967489	en	23167	Foggy Notions / The Humours of Planxty / Aiken Promotions / Toby Kaar / ex No Disco / leagues at aikenpromotions dot com / Castlepalooza	984		Dublin	leagues	5827	foggynotions	Dublin / Achill	Point	-6.357878599999999	53.3753519	6879	true	22503617	110
en	24tothaworld 🏪	Mon Mar 14 19:48:46 +0000 2016				1457984926326	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/09ba692cbddfc92c.json	United Kingdom	city	Polygon	-0.254563	51.463873	-0.254563	51.532901	-0.177653	51.532901	-0.177653	51.463873	Hammersmith, England	Hammersmith	709466318886604800	en-GB	100	New Clothing Brand Follow The Instagram @24Hustle Contact On Dm Or Email : 24Hustleldn@gmail.com	82	http://24hustle.bigcartel.com/	GMT	Twenty Four Hustle	60	24HustleLdn	London, England	Point	-0.1276473	51.5073219	66	true	4866675346	0
und	@SaraCull 😩😩😩😩	Mon Mar 14 21:19:52 +0000 2016				1457990392287	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/42d0cf7d49d27c95.json	United Kingdom	city	Polygon	-0.508684	51.455116	-0.508684	51.619006	-0.376038	51.619006	-0.376038	51.455116	Hillingdon, England	Hillingdon	709489244788502528	en	147230	V W X Y Z. no curves. No finesse. Quick scribbles to end the ting.	610		London	sara	1900	r4tqueen	london	Point	-0.1276473	51.5073219	50201	true	353167104	50
en	Barcelona bound. #AFC	Tue Mar 15 07:43:47 +0000 2016				1458027827138	6.14	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json	United Kingdom	admin	Polygon	-0.74578	51.448222	-0.74578	52.992679	1.768936	52.992679	1.768936	51.448222	East, England	East	709646257933979648	en	11477	You're my favourite worst nightmareee. Arsenal home & away. Victoria Concordia Crescit. Block 1 ST holder... #OneArsèneWenger	522			Liam Tyler	373	liamjtyler	"North London / Stratford "	Point	-0.003371	51.5501741	1201	true	249108235	10
und	@cherines_pp En dalgunos llaos d'Asturies facemos que les úniques llingües seyan l'asturianu y l'inglés #Ablucasti ? https://t.co/NVpvMUG1FK	Tue Mar 15 10:47:37 +0000 2016				1458038857307	3.04	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01fac15539ff6509.json	United Kingdom	city	Polygon	-0.236912	51.088048	-0.236912	51.167405	-0.136753	51.167405	-0.136753	51.088048	Crawley, South East	Crawley	709692521815924736	es	6298	Cuando la gocha nun quier maíz, igual da que-y arimes la panoya. Del Frente Folixariu.	866		Madrid	Robert McAstur	397	RobertMcAstur	"Xixón, Asturies "	Point	-5.6611195	43.5322015	1061	true	436788618	3
es	@mfbl1973 @ahorapodemos @Pablo_Iglesias_ @CBescansa y yo vote a rajoy jejeje	Tue Mar 15 13:06:40 +0000 2016				1458047200782	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/7f55e839e1715da2.json	United Kingdom	city	Polygon	-0.111476	51.419425	-0.111476	51.509947	-0.029731	51.509947	-0.029731	51.419425	Camberwell, London	Camberwell	709727516886507520	es	3758	de cadi cadi (osea casco antiguo)	79			Jose Angel	47	jamvjam1975		Point	0	0	399	true	3010995329	1
und	@angelcustodio ja toca que madurem doncs 😂	Tue Mar 15 15:25:52 +0000 2016				1458055552740	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5de8cffc145c486b.json	United Kingdom	city	Polygon	-0.213503	51.512805	-0.213503	51.572068	-0.105303	51.572068	-0.105303	51.512805	Camden Town, London	Camden Town	709762547537289216	en	57990	Entrepreneur. #Foodie - #Wine - #Cycling - #Fashion - #Startups - http://Tendencias.tv & Sibarit.us founder. F&B Business Developer.	1366		London	Xavier Güell	4189	guell	London	Point	-0.1276473	51.5073219	1636	true	6598262	391
und	Els profes @SantJosepReus  que estem a London enviem una salutació a les famílies. https://t.co/e1fsR0Op1s	Tue Mar 15 15:39:15 +0000 2016				1458056355202	6.89	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json	United Kingdom	city	Polygon	-0.15191	51.410792	-0.15191	51.509887	-0.078902	51.509887	-0.078902	51.410792	Lambeth, London	Lambeth	709765913306857472	ca	1688	Col·legi concertat des d'Educacio Infantil a Batxillerat.\nA Reus, formant ciutadans compromesos, des de 1895.	48		Belgrade	Col·legi Sant Josep	835	SantJosepReus	Raval Robuster, 30-977755703	Point	1.1096617	41.1530559	467	true	2994452189	10
es	@ruben13_z @valenciacf No me digues mes que me demane festa, me compre un billet de avio i vaig a Mestalla el dijous!!!	Tue Mar 15 16:09:13 +0000 2016				1458058153482	3.56	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json	United Kingdom	city	Polygon	-0.228589	51.477225	-0.228589	51.530348	-0.149791	51.530348	-0.149791	51.477225	Kensington, London	Kensington	709773455839928320	es	6958	Quién vive conmigo, morirá conmigo	718		Athens	Dani	653	dani_pardo_	London, England	Point	-0.1276473	51.5073219	574	true	582674644	3
es	@ierrejon guau	Tue Mar 15 17:26:26 +0000 2016				1458062786187	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, London	Poplar	709792886812975105	es	3767	de cadi cadi (osea casco antiguo)	79			Jose Angel	47	jamvjam1975		Point	0	0	401	true	3010995329	1
und	@daniienogueira 😍👌🏻	Tue Mar 15 19:51:22 +0000 2016				1458071482768	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/56c45474148ca4da.json	United Kingdom	city	Polygon	-0.21607	51.509879	-0.21607	51.539792	-0.13016	51.539792	-0.13016	51.509879	Paddington, London	Paddington	709829362917445635	en	2652	In order to succeed, we must first believe we can #JTeam #Visionary #KeyToSuccess	131			Roger Rafael	315	RogerRafael02	London, England	Point	-0.1276473	51.5073219	2450	true	2850620363	0
und	M'agrada que els #llibres és segueixin enquadernant @lletres @LauraBorras @IRLlull https://t.co/fmbz18MEC5	Tue Mar 15 20:06:49 +0000 2016				1458072409989	6.75	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	709833251964248064	ca	4239	Journalist covering Global Religion. @obsblanquerna Director. Professor at @BlanquernaFCRI. Aleteia's Big Interview's Manager | Flannery O'Connor fan.	602		Greenland	Miriam Diez	1497	miriamdiez	Barcelona. Born in Girona.	Point	2.8214264	41.9794005	1491	true	19588340	98
und	M'agrada que es segueixin enquadernant #llibres @lletres @IRLlull @LauraBorras #books https://t.co/XgVGxGegDJ	Tue Mar 15 20:09:36 +0000 2016				1458072576854	4.67	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/457b4814b4240d87.json	United Kingdom	city	Polygon	-0.187894	51.483718	-0.187894	51.516466	-0.109978	51.516466	-0.109978	51.483718	London, England	London	709833951846797312	ca	4239	Journalist covering Global Religion. @obsblanquerna Director. Professor at @BlanquernaFCRI. Aleteia's Big Interview's Manager | Flannery O'Connor fan.	602		Greenland	Miriam Diez	1497	miriamdiez	Barcelona. Born in Girona.	Point	2.8214264	41.9794005	1491	true	19588340	98
und	@Maleski no puc més.	Tue Mar 15 20:21:11 +0000 2016				1458073271057	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, London	City of London	709836863545151492	ca	23797	Biografia.	744		Amsterdam	Andreu C. Sánchez	361	acastrero	Catalunya (en transició)	Point	1.5208624	41.5911589	3251	true	476385756	13
es	Barca -5 18/1 👀	Tue Mar 15 20:51:11 +0000 2016				1458075071946	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5d52ead6bb8a21a5.json	United Kingdom	city	Polygon	-0.738512	51.235468	-0.738512	51.285032	-0.695907	51.285032	-0.695907	51.235468	Ash, South East	Ash	709844417021157376	en	7216	Zoë x	750			D.C.	755	AtfcDan94	Surrey	Point	-122.801094	49.1044302	1904	true	117145146	14
und	@cocoloids #EncantadiaReveal24Oras #Encantadia2016	Tue Apr 05 12:19:52 +0000 2016				1459858792581	0.01	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	GB	https://api.twitter.com/1.1/geo/id/5524b796309058b5.json	United Kingdom	city	Polygon	-0.336055	51.527592	-0.336055	51.602799	-0.190226	51.602799	-0.190226	51.527592	Brent, London	Brent	717325883615350784	en	19681	The BEST things in life are . . . TWEETED.  #Kapuso | #Rusher	360	http://www.cocoloids.wordpress.com	London	FrancoCarloBuendia	453	cocoloids	London, England	Point	-0.1276473	51.5073219	1160	true	30200805	14
und	@FCBarcelona 10-0	Tue Mar 15 21:52:21 +0000 2016				1458078741761	8.53	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/00486f39ae8bd30d.json	United Kingdom	city	Polygon	0.010398	51.543815	0.010398	51.626165	0.147328	51.626165	0.147328	51.543815	Ilford, London	Ilford	709859809340858368	en	18882	ig faizan24raza	345		London	Faizan	183	Faizan24Raza	Home & Away Gooner	Point	0	0	94	true	301114979	4
da	Nytol zzzz 🌙	Tue Mar 15 22:21:44 +0000 2016				1458080504031	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/06168d1feda43857.json	United Kingdom	admin	Polygon	-1.957296	50.574606	-1.957296	52.196285	1.451788	52.196285	1.451788	50.574606	South East, England	South East	709867200836980738	en	61111	like a lot. ... swimming/gym/roadcycling/art/reading/poetry/writing/animals #rescue. ..  #someofmyinterests. Hate cruelty to animals n  humans. #letour starts?	2637		London	Kathy P	2245	bonniebluebell2	New Forest, England	Point	-1.6327718	50.8758752	4072	true	43729216	111
und	Yeee #AúpaAtléti 🔥🔴	Tue Mar 15 22:33:29 +0000 2016				1458081209174	3.98	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/7ef79c5ab17d518c.json	United Kingdom	city	Polygon	-0.292579	51.555179	-0.292579	51.66859	-0.12921	51.66859	-0.12921	51.555179	Barnet, London	Barnet	709870158421090305	en	8218	LDN | Insta & SC: jord_ldn ⌚️	299		London	Jordan ♣️	299	CholoJordan	London	Point	-0.1276473	51.5073219	45390	true	613671055	2
